,text,merged_entities
487,"the counselors and psychiatrists work very well when you can get an appointment. however, you generally have to wait weeks or months to get a first appointment and the physical location of the services is so far away from campus.","[{'start': 0, 'end': 80, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 81, 'end': 229, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Limitation']}]"
488,"i think our staff is great, just limited in time. appointments are booked out months in advance. ","[{'start': 0, 'end': 26, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 28, 'end': 97, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
489,info on how to access mental health support on campus should be more readily available and widely discussed. there should also be more resources for getting diagnosis,"[{'start': 0, 'end': 108, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
490,"there are a lot of surface level mental health initiatives: therapy dogs, free face masks (for spa, not for covid) offered, etc. little actual counseling referrals. ","[{'start': 0, 'end': 128, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 129, 'end': 165, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Suggestion', 'Counseling Service - Limitation']}]"
491,"i think that it is really good that a lot of professors encourage and advertise mental health services available on campus. that being said, i only hear this at the beginning of the course and no other times afterwards. furthermore, the resources for health services are only open on weekdays and it is so tedious to find where and how to schedule a time slot. and on top of that, i felt that the time when i went to visit the mental health center at the school, i felt that it lacked life and that i was talking to a robot.","[{'start': 0, 'end': 123, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'General - Positive']}, {'start': 141, 'end': 360, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Wellness Service - Limitation']}, {'start': 361, 'end': 524, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Counseling Service - Limitation', 'Mental Health Service - Limitation']}, {'start': 124, 'end': 219, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Neutral', 'General - Limitation']}]"
492,"the campus needs better psychiatrists, the one i got wanted to increase my dose of medication every time, even if it hadn't worked in the past. ","[{'start': 0, 'end': 144, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Therapy Service - Negative', 'Therapy Service - Negative']}, {'start': 0, 'end': 38, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Suggestion']}]"
493,i feel that every aspect of that utep  has on mental health is going well. it would be nice to see more advertisements of our mental health resources on and off campus that are offered. ,"[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'General - Negative']}, {'start': 73, 'end': 185, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'Mental Health Service - Suggestion', 'Mental Health Service - Suggestion']}]"
494,"i personally liked meeting with a counselor 1 on 1, i guess just expanding that overall would make things even better","[{'start': 0, 'end': 50, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 51, 'end': 117, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Counseling Service - Suggestion', 'Service Availability - Suggestion']}]"
495,i started attending teletherapy through smu during fall 2021. it helped a little at first but i have not been since the beginning of the spring semester.,"[{'start': 0, 'end': 153, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_label': 'Therapy Service - Positive'}]"
496,i think it could have more staff to tell everyone about what is mental health and when do you need it,"[{'start': 0, 'end': 101, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Limitation', 'Mental Health Service - Suggestion']}]"
497,"i have not used any of them, but i heard that my classmates really appreciate the services that the college offers. although i do feel that they should advertise these services more. ","[{'start': 29, 'end': 115, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 116, 'end': 182, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}, {'start': 0, 'end': 28, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
498,"the aspects of the mental health and wellness that need more attention are more professional counselors that can attend to the students who would like to make an appointment to discuss their mental health. right now there are only 2-3 counselors available that attend to the 3,000 students on campus which sounds stressful enough as it is and having more counselors at the school, regardless of what race or gender a counselor is, will be beneficial to the students. ","[{'start': 0, 'end': 205, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 206, 'end': 467, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Limitation']}]"
499,i think the loads of options are working well. i heard from peers though that the advice given from caps haven't been particularly helpful though.,"[{'start': 0, 'end': 46, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['General - Neutral', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 47, 'end': 146, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Positive']}]"
500,"i guess they offer help, but i've heard the health center is rather costly","[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Service Availability - Limitation', 'General - Limitation']}, {'start': 0, 'end': 23, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive']}]"
501,"free counseling and certain support groups. 

more wellness activities / interventions need more attention.","[{'start': 0, 'end': 43, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'On-campus Service - Positive']}, {'start': 46, 'end': 107, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Negative', 'Wellness Service - Suggestion']}]"
502,"i don’t really know, but i do like the fun social events offered by the school.","[{'start': 0, 'end': 79, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}]"
503,i heard that other students are not having good experiences with caps,"[{'start': 0, 'end': 69, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]"
504,"none, they suck at advertising wellness services aviabliety. and it difficult to get appointments ","[{'start': 5, 'end': 97, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Wellness Service - Negative']}, {'start': 60, 'end': 98, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]"
505,"current counseling services are lacking. would much prefer off campus counseling, also gives students a chance to get off campus, which in of itself feels like a suffocating prison surrounded by crime if you leave to the east ","[{'start': 0, 'end': 40, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]"
506,"the limited resources work well, more expanded resources needed as campus expands","[{'start': 0, 'end': 32, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 33, 'end': 81, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'On-campus Service - Suggestion']}]"
507,"they are direly understaffed in terms of therapists, many of my friends struggle to make even a first appointment. ","[{'start': 0, 'end': 115, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]"
