sample_id,text,merged_entities,gold_struct,candidates_final
495,i started attending teletherapy through smu during fall 2021. it helped a little at first but i have not been since the beginning of the spring semester.,"[{'start': 0, 'end': 153, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_label': 'Therapy Service - Positive'}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Positive', 'evidence': [{'span': [0, 153]}]}}}","[""Therapy Service""]"
496,i think it could have more staff to tell everyone about what is mental health and when do you need it,"[{'start': 0, 'end': 101, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Limitation', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 101]}]}}}","[""Service Availability""]"
498,"the aspects of the mental health and wellness that need more attention are more professional counselors that can attend to the students who would like to make an appointment to discuss their mental health. right now there are only 2-3 counselors available that attend to the 3,000 students on campus which sounds stressful enough as it is and having more counselors at the school, regardless of what race or gender a counselor is, will be beneficial to the students. ","[{'start': 0, 'end': 205, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 206, 'end': 467, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 205]}, {'span': [206, 467]}]}}}","[""Service Availability""]"
499,i think the loads of options are working well. i heard from peers though that the advice given from caps haven't been particularly helpful though.,"[{'start': 0, 'end': 46, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['General - Neutral', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 47, 'end': 146, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Positive']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 46]}]}}}","[""On-campus Service""]"
500,"i guess they offer help, but i've heard the health center is rather costly","[{'start': 0, 'end': 74, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Service Availability - Limitation', 'General - Limitation']}, {'start': 0, 'end': 23, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 23]}]}}}","[""On-campus Service""]"
501,"free counseling and certain support groups. 

more wellness activities / interventions need more attention.","[{'start': 0, 'end': 43, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'On-campus Service - Positive']}, {'start': 46, 'end': 107, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Negative', 'Wellness Service - Suggestion']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Negative', 'evidence': [{'span': [46, 107]}]}}}","[""Wellness Service""]"
502,"i don’t really know, but i do like the fun social events offered by the school.","[{'start': 0, 'end': 79, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 79]}]}}}","[""Wellness Service""]"
503,i heard that other students are not having good experiences with caps,"[{'start': 0, 'end': 69, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 69]}]}}}","[""Counseling Service""]"
504,"none, they suck at advertising wellness services aviabliety. and it difficult to get appointments ","[{'start': 5, 'end': 97, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Wellness Service - Negative']}, {'start': 60, 'end': 98, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [60, 98]}]}}}","[""Service Availability""]"
505,"current counseling services are lacking. would much prefer off campus counseling, also gives students a chance to get off campus, which in of itself feels like a suffocating prison surrounded by crime if you leave to the east ","[{'start': 0, 'end': 40, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 40]}]}}}","[""Counseling Service""]"
506,"the limited resources work well, more expanded resources needed as campus expands","[{'start': 0, 'end': 32, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 33, 'end': 81, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 32]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [33, 81]}]}}}","[""On-campus Service"", ""Service Availability""]"
507,"they are direly understaffed in terms of therapists, many of my friends struggle to make even a first appointment. ","[{'start': 0, 'end': 115, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 115]}]}}}","[""Service Availability""]"
510,"we need more counselors, but all of them are great. group counseling is very good and relevant and the mind body labs are very helpful and accessible. ","[{'start': 0, 'end': 24, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 25, 'end': 151, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Wellness Service - Positive', 'Counseling Service - Positive']}, {'start': 25, 'end': 51, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 24]}]}, 'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [25, 51]}, {'span': [25, 151]}]}}}","[""Counseling Service"", ""Service Availability""]"
511,i am able to see a psychologist on campus. i think there needs to be more access for non student athletes,"[{'start': 0, 'end': 42, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Therapy Service - Positive', 'Counseling Service - Positive']}, {'start': 43, 'end': 105, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [43, 105]}]}}}","[""Service Availability""]"
513,"i don't think any of it is working ""well."" iu needs more counselors and psychiatrists and better counselors and psychiatrists. if you are only going to offer help for those struggling on average low mental health rather than those struggling with real mental illnesses, say that. they need to have people on staff that can diagnose and actually help those with personality disorders, schizophrenia,  etc.","[{'start': 0, 'end': 126, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 280, 'end': 404, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 126, 'end': 280, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['Mental Health Service', 'Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 126]}]}, 'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [280, 404]}]}}}","[""Mental Health Service"", ""Service Availability""]"
514,the service that is working well is  the counseling that is provided in campus,"[{'start': 0, 'end': 78, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 78]}]}}}","[""Counseling Service""]"
515,the counseling service is free so that is nice and always a resource.,"[{'start': 0, 'end': 69, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 69]}]}}}","[""Counseling Service""]"
516,the access to mental health resources but the awareness to these need more attention ,"[{'start': 0, 'end': 37, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'Mental Health Service - Positive']}, {'start': 38, 'end': 85, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 37]}]}}}","[""Mental Health Service""]"
517,i really enjoy the wednesday wellnesses where they hang out fruit to keep us healthy,"[{'start': 0, 'end': 84, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 84]}]}}}","[""Wellness Service""]"
518,there is caps but there is only one free session and there is not a lot of compatibility with insurance providers making it very hard to get help. ,"[{'start': 0, 'end': 147, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'On-campus Service - Limitation', 'Service Availability - Negative']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 147]}]}}}","[""Service Availability""]"
